ID	SN	ssim	z_ssim
5057	0.31001212778566456	0.34608953714253354	-0.31621482702786624
5058	0.3735445572107385	0.33970053163107655	-0.37685965206001804
5059	0.4093054226095266	0.19163404264179887	-1.7823156814494858
5060	0.5216378561032781	0.36697324204734694	-0.11798544254785832
5061	0.4795247422798606	0.4210651074874592	0.3954578013804476
5062	0.4017844973821505	0.3394049343857097	-0.37966547891258745
5063	0.5150923816307608	0.32686502930031414	-0.49869501308028885
5064	0.794483756814089	0.4116565546746023	0.30615125153974415
5065	0.9080052372788384	0.37074380678955116	-0.08219501496827264
5066	0.6799255568123564	0.33945741999404994	-0.3791672823577726
5067	0.2524810168712465	0.3842789057797093	0.046280959669571464
5068	0.20836014136322453	0.2941172272395048	-0.8095391221679995
5069	0.1970063616022226	0.3038047966713413	-0.7175841297788054
5070	0.21492049098092936	0.38954742547985693	0.09629006591011922
5071	0.4940869972975932	0.4220261182991988	0.4045797738732627
5072	0.675350278642645	0.3452413114309478	-0.3242662365586057
5073	0.6012839705363482	0.34036090220155113	-0.37059137484050436
5074	0.3734083174095993	0.4636493242225791	0.7996697508617124
5075	0.33101111438024217	0.5286419625454994	1.416583787389533
5076	0.45526533582326495	0.6015538355681889	2.108667676548537
5077	0.4438416414412531	0.6239321509109321	2.3210839933041463
5078	0.5653095274190784	0.5924083482459704	2.0218581601856034
5079	0.6692135302912469	0.483766926481431	0.9906272428949712
5080	0.6157881844918472	0.4061709018209872	0.25408110433169334
5081	0.3508952160781589	0.45530784217583153	0.7204919009871583
5082	0.3303532007829405	0.5372373273448608	1.4981715076395843
5083	0.40368402776425966	0.42111637101902905	0.39594439790896996
5084	0.35889039949920226	0.532021611072916	1.4486636147191243
5085	0.38880945253720406	0.544056558376936	1.5629000592197047
5086	0.27750864372400075	0.30330455265894607	-0.7223324760669231
5087	0.41619687351433643	0.28935152252891416	-0.8547754782503972
5088	0.48891275599582473	0.3699259942319818	-0.0899577410097438
5089	0.3435035214407454	0.39444052338102137	0.14273564582849296
5090	nan	nan	nan
5091	nan	nan	nan
5092	nan	nan	nan
5093	nan	nan	nan
5094	0.35389564827304026	0.3438119440984512	-0.33783387734878534
5095	0.3560526844781713	0.4264158632639337	0.4462474974093799
5096	0.4112790239348443	0.41350816900325	0.32372688624322016
5097	0.46958743614939896	0.2563271649723698	-1.1682446687565626
5098	0.35723162914408496	0.3854330562481063	0.05723622541338686
5099	0.3373932399986722	0.5906788120888095	2.0054412988368817
5100	0.41568438335391916	0.5283503059300974	1.4138153652338765
5101	0.5211850160515836	0.36220826902580633	-0.1632148533937342
5102	0.5107219599240039	0.43198004199482426	0.49906301697300687
5103	0.4528776046073862	0.42870527029914324	0.46797868684546423
5104	0.5095182612768109	0.3984908913042161	0.18118198205053967
5105	0.593911047012263	0.2585170212460397	-1.1474584211435148
5106	0.5246394205568871	0.35076070411773824	-0.27187582882239236
5107	0.289688245331058	0.46629134638999375	0.8247479843655977
5108	0.2961170684764162	0.5175197759314066	1.3110113223201172
5109	0.36544633411318395	0.3709030168038122	-0.08068378392599007
5110	0.45178253817143216	0.3207271616363761	-0.5569560225413902
5111	0.4937027814412439	0.5107372220243043	1.2466309122187713
5112	0.3920710595591059	0.35371518634267407	-0.24383170563756576
5113	0.24527862965130615	0.30480332652919573	-0.7081060242410389
5114	nan	nan	nan
5115	0.33294440559936467	0.39120233164021223	0.11199853483527591
5116	0.5717211601773343	0.5546940359621553	1.6638716370000382
5117	0.679080057630768	0.5558795029586222	1.6751241611140348
5118	nan	nan	nan
5119	nan	nan	nan
5120	nan	nan	nan
5121	nan	nan	nan
5122	nan	nan	nan
5123	nan	nan	nan
5124	nan	nan	nan
5125	nan	nan	nan
5126	nan	nan	nan
5127	nan	nan	nan
5128	nan	nan	nan
5129	nan	nan	nan
5130	nan	nan	nan
5131	nan	nan	nan
5132	nan	nan	nan
5133	nan	nan	nan
5134	nan	nan	nan
5135	nan	nan	nan
5136	nan	nan	nan
