ID	SN	ssim	z_ssim
2502	0.5060854739712142	0.18151307090565127	0.8520574518756063
2503	0.5767561561393385	0.04578163806464085	-0.41265951034871784
2504	0.6281300870843256	0.022576169633366505	-0.6288831877025924
2505	0.692107634394296	0.052218708613459786	-0.352680239963633
2506	0.6252633522940213	0.09158957195257576	0.014169189384991104
2507	0.6578602967761796	0.03276336282158949	-0.5339610627907209
2508	0.7682139545068418	0.05125213485508731	-0.3616865710828697
2509	0.6928347831109918	0.061753312920240555	-0.26383880108331415
2510	0.6313823718941947	0.046005603370611464	-0.41057264870228855
2511	0.6090385125177993	0.06948404674130168	-0.19180544823873155
2512	0.7035519364476168	-0.000182302886172376	-0.840941851103664
2513	0.6770865443416324	0.006584366903020203	-0.7778914442742665
2514	0.5962542649997558	-0.00025453168845240626	-0.8416148639017511
2515	0.4743218914368946	0.08016678858034769	-0.0922659051563955
2516	0.35622715161250573	0.13491997855351381	0.4179128106025922
2517	0.30163394311364433	0.22975740365911737	1.3015880041388672
2518	0.33594153299101326	0.2494290326217274	1.484884108090988
2519	0.42604774587620314	0.05219496798256808	-0.352901450172309
2520	0.31272520810714816	0.00408833356644974	-0.8011489582705694
2521	0.34164715504998455	0.09464973990724222	0.042683191178926466
2522	0.3652955860319903	0.15095964648636703	0.5673670650705804
2523	0.5156641067886077	0.13320324536267755	0.40191665156544915
2524	0.8163100172440368	0.06413078152411984	-0.24168604834545734
2525	0.8704763725737452	0.06665377703485784	-0.21817730647736105
2526	0.8063219205116429	0.06194889017383909	-0.2620164533420872
2527	0.5824575861030056	0.5520447490340704	4.304593747719271
2528	0.44330985618004715	0.6910676845428197	5.599980239970381
2529	0.292458598813589	0.27194600070646446	1.6946924839296789
2530	0.329863824255275	0.2817657671705033	1.7861910038539384
2531	0.35270791782495975	0.009562314298345566	-0.7501435563705755
2532	nan	nan	nan
2533	nan	nan	nan
2534	nan	nan	nan
2535	nan	nan	nan
2536	nan	nan	nan
2537	nan	nan	nan
2538	nan	nan	nan
2539	nan	nan	nan
2540	nan	nan	nan
2541	nan	nan	nan
2542	nan	nan	nan
2543	nan	nan	nan
2544	nan	nan	nan
2545	nan	nan	nan
2546	nan	nan	nan
2547	nan	nan	nan
2548	0.7181091798572393	0.07248127384962649	-0.1638779160216574
2549	0.5438369329805302	0.11114301983532547	0.1963641068751052
2550	0.5340956311152822	0.09415073628043827	0.03803358026846288
2551	0.6077239475536359	0.06289663888898829	-0.25318553001882477
2552	0.7994575609698938	0.038403455424830465	-0.48140786538809555
2553	0.8890208916447315	0.03579679125515002	-0.5056962142341498
2554	0.8727212273494025	0.04861010410518877	-0.38630445828979937
2555	0.7802828841431	0.0745011636218662	-0.1450570076785817
2556	0.7639705099690803	0.09101652582778381	0.008829666041048937
2557	0.7645847887274607	0.0789860012094398	-0.10326823369231193
2558	0.8979884173400889	0.07804396874177445	-0.11204589422300092
2559	0.9227538006971292	0.05072746312882133	-0.36657535194901864
2560	1.2126760533871808	0.0639045839524582	-0.24379370977440235
2561	1.2978055090670355	0.0490674074067297	-0.38204340224526867
2562	1.0438235137107494	0.03180670948006546	-0.5428749575509069
2563	0.9481939610559368	0.024188137445806706	-0.613863210441019
2564	0.9509176676934417	0.028243559996884455	-0.5760756355073418
2565	0.928938778574372	0.03581638541046077	-0.5055136400134017
2566	0.7885450653880679	0.04849887410397424	-0.3873408760620115
2567	0.6514507073754018	0.05029449352064931	-0.3706096717533648
2568	0.5426390305388403	0.11190899462193145	0.20350129893872596
2569	0.47068048480041114	0.05848789674001072	-0.2942652627025319
2570	0.4545228126361024	0.07077478177080677	-0.17977865052957936
2571	0.5626277371214617	0.08130508883288848	-0.08165946265918204
2572	0.6208124496677688	0.05859175514193592	-0.29329753194308306
2573	0.7484030991264197	0.054575636261228924	-0.3307188835373678
2574	0.6737778428548091	0.07275612482231064	-0.16131691242829913
2575	0.7164689123037601	0.07634809656241962	-0.12784767473987435
2576	0.6500764737672633	0.04412292131790866	-0.42811508435400386
2577	0.5783767934173646	0.028796337519746747	-0.5709249707359826
2578	0.6745093360358766	0.026127234684211652	-0.5957951099466721
2579	0.6849849486914681	0.03820033257570837	-0.48330052140242463
2580	0.6949759826673926	0.043183166262255455	-0.43687152443824623
2581	0.6917929839047064	0.11411886475794197	0.22409240438000763
2582	0.6374644505192252	0.10253029772054294	0.11611257249213598
2583	0.6716939104044611	0.04693590108467531	-0.4019043301391652
2584	0.6446743783409815	0.0704113905463632	-0.18316465357881853
2585	0.5925021659476438	0.11587578995620293	0.2404630640944949
2586	0.5003958595605044	0.09390150810212229	0.03571132448744789
2587	0.43304601215809824	0.07483615035238998	-0.14193567173343075
2588	0.516347747614831	0.05295293874543146	-0.34583883791957964
