ID	SN	ssim	z_ssim
245	0.7370592755178292	0.15515709725899496	1.3556162200413355
246	0.7254189715874203	0.15790480379459726	1.3979222716082471
247	0.7351406598244979	0.12692194274477	0.9208835120898005
248	0.9861660405314706	0.0482938981408159	-0.28974144604138186
249	0.8898102649569719	0.03568222548713082	-0.48392159836789506
250	0.9418130295598403	0.06987169200054007	0.042488815051467156
251	0.8306771865729412	0.04247305139740945	-0.37936420571344537
252	0.892692546535344	0.06386757948113486	-0.04995566203087783
253	0.8355268168737612	0.090605231032422	0.36172020314986875
254	0.9292597951579037	0.07735756099138988	0.1577476883869402
255	0.8662997182238235	0.026104546102941627	-0.6313877824995405
256	0.945945380094073	0.03415814719833742	-0.507387617697929
257	0.9210051956125639	0.03651252653286967	-0.47113756979644916
258	0.8791919609923	0.07114384313758618	0.06207594741346835
259	0.839495897572274	0.0577594587028866	-0.14400153966491397
260	0.7956219112174273	0.03955991662311821	-0.4242173326342625
261	0.8298492701707937	0.02722445690519429	-0.6141446731876297
262	0.8081386959999987	0.056675603680293854	-0.160689503202044
263	0.9024000337116843	0.045321732152731005	-0.3355034682690497
264	0.8463744359677595	0.04715085321764984	-0.30734074816341866
265	0.8490640782962078	0.04486689927934799	-0.3425064661315745
266	0.7364386831448112	0.06746108327628339	0.005373011134767147
267	0.557996247430503	0.07336670489503702	0.09630103765448912
268	0.5579211410585141	0.06289752647042446	-0.06489143197646861
269	0.7995232982996222	0.07760940012263111	0.16162522011560504
270	0.970520920750642	0.037126247896640346	-0.4616881881659956
271	1.3005996789682785	0.038595886680104635	-0.4390603662525667
272	1.2751945559273918	0.05977790159404464	-0.11292385799412373
273	1.2133340609463827	0.08016211461111812	0.20092900652300658
274	0.9924244151754824	0.10644631865833071	0.6056232041778722
275	0.9287506557221294	0.055505362515300284	-0.1787075420393278
276	0.9086499890711347	0.04067100207448278	-0.40711010601030606
277	0.9530239255460173	0.051028808549380134	-0.24763241464504337
278	0.8334769068796084	0.08281197720209398	0.2417285686183382
279	1.3041395381322984	0.016269332955774738	-0.7828191778047902
280	1.3248890615594402	0.034498495858631135	-0.5021473171831001
281	1.557920057144394	0.06633569555515093	-0.011954425527810399
282	1.2205558099814626	0.07683132475083512	0.14964530290988007
283	1.248241814244035	0.059296909655832494	-0.12032962330334056
284	1.1559140654534301	0.07831521059331342	0.1724924847897078
285	1.1265299790642773	0.0998421110462622	0.5039391472472741
286	1.4248394423057043	0.07808776216002715	0.16899049321137025
287	1.1688119755120292	0.061230909734047004	-0.09055209576202357
288	1.0666586127935098	0.06982849744008959	0.04182375447161623
289	0.9139485311406389	0.06104340197187399	-0.09343912643757166
290	1.0563871991345757	0.08721772882275733	0.3095633074595192
291	1.0141140637825388	0.0589039985589193	-0.12637922027151816
292	0.8529255108286228	0.07136350493987977	0.06545804932817528
293	0.9862946577590991	0.054003362287901834	-0.20183362855929998
294	1.3487007742620911	0.04593605417506789	-0.3260448383830249
295	1.5694423952320085	0.0251677840597467	-0.6458109760945738
296	1.4887398028362748	0.025676149049706883	-0.6379837517525995
297	1.399497351023288	0.035871103536984764	-0.48101346956540375
298	1.3997260580163422	0.022554519644859786	-0.6860470412134956
299	1.3090339854441106	0.02832390866356665	-0.5972165689005257
300	1.1073427414028698	0.05692360965199327	-0.15687099009241248
301	1.0706736928438485	0.06411726455386517	-0.046111296038531785
302	1.1705684713256823	0.05965381301838783	-0.11483443236317686
303	1.2166264329624672	0.08214565097971002	0.23146923736905622
304	1.1951639741176743	0.07252116624245271	0.08328239779082268
305	1.0764122749283018	0.05686790677541455	-0.15772863945868595
306	0.8079683043850622	0.07100898718759095	0.05999958929418606
307	1.1184172976732123	0.035069358517590826	-0.4933578250103929
308	1.1630896106979312	0.0526928908011383	-0.22201077396316046
309	1.2698516419238304	0.0036130541650429265	-0.977686124557727
310	1.1906619161518737	0.01927015339394925	-0.7366159670340937
311	1.0954914928558415	0.04364620751518433	-0.36130128575764203
312	1.1501390131402125	0.04949303067559456	-0.2712785708417976
313	1.1621094537338557	0.0913403157599149	0.3730381994440206
314	1.1950582138930117	0.05890649676573262	-0.12634075573212877
315	1.1219054106217612	0.04988110895264485	-0.265303384122198
316	1.2272380743806206	0.05664115014046555	-0.16121997951519923
317	1.2515012081757364	0.1136315087567897	0.716252566842629
318	1.1474347042630801	0.09468911689644266	0.42459922014749996
319	0.96135370998316	0.06980785767682435	0.04150596693582434
320	0.9210359994027998	0.06168911836363437	-0.08349712185540231
321	0.9239896175058884	0.06904011391026374	0.02968512400466017
322	0.8160173660843121	0.07247536498165275	0.08257720221184572
323	0.7359725033314948	0.06972245513419194	0.04019103598314162
324	0.8697164218898785	0.082990861115771	0.24448281910995862
325	0.974552837730354	0.053340986277901785	-0.21203213894338097
326	0.9749301905949976	0.04191345206996915	-0.3879802779528735
327	1.005854407660621	0.03908787385153609	-0.4314853088819383
328	1.1492044837887492	0.08897850342764074	0.33667370672039865
329	0.9023198879752494	0.03589304002669811	-0.4806757165146376
330	0.679482453986075	0.05180386252527137	-0.23569901744765784
331	0.45423232811419	0.013692784324385575	-0.8224899351625484
332	nan	nan	nan
333	nan	nan	nan
334	nan	nan	nan
335	nan	nan	nan
336	nan	nan	nan
